length,gene.name,TSS,gene.body,condition,biotype,pausing_ratio,log2_pausing_ratio,baseMean_90min_0h,baseMean_8h_0h,promoter_type_NA,promoter_type_1,promoter_type_2,promoter_type_3,promoter_type_4,promoter_coordinate_1,promoter_coordinate_2,promoter_coordinate_3,promoter_coordinate_4
107008,GNB1,0.2588633939,0.289418419,D8L4Y_0h,protein_coding,0.894426121165426,-0.16096577306858587,354.9837539917053,365.3710451971917,NA,Initiator,NA,NA,NA,chr1:1891069-1891070,NA,NA,NA
2189,CALML6,0.15801952,0.3579839819,D8L4Y_0h,protein_coding,0.4414150576271915,-1.1797922509663612,0.08666464455721207,0.06970480988108317,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
1690,TMEM52,1.426211698,0.1923439726,D8L4Y_0h,protein_coding,7.414901952586582,2.8904276160174214,0.42642273603019837,0.3717106241682439,NA,GC_box,Initiator,TATA,NA,chr1:1919278-1919279,chr1:1919278-1919279,chr1:1919278-1919279,NA
81887,CFAP74,0.4251583478,0.1383334982,D8L4Y_0h,protein_coding,3.0734301765817706,1.6198497097186109,2.8922905314477174,3.5943478201260035,NA,Initiator,NA,NA,NA,chr1:2003785-2003786,NA,NA,NA
11430,GABRD,0.12677008,0.1112445044,D8L4Y_0h,protein_coding,1.1395626299360817,0.1884802167622163,1.3847652163797386,1.3938209811411202,NA,GC_box,NA,NA,NA,chr1:2019359-2019360,NA,NA,NA
134985,PRKCZ,0.6556474487,0.1739537564,D8L4Y_0h,protein_coding,3.769090488579987,1.9142164317384054,81.57639889726353,85.29555229354617,NA,CCAAT,GC_box,NA,NA,chr1:2050410-2050411,chr1:2050410-2050411,NA,NA
28260,FAAP20,0.5366766863,0.5394831546,D8L4Y_0h,protein_coding,0.994797857400977,-0.007524694610703117,4.672390587796535,4.362541882145248,NA,Initiator,NA,NA,NA,chr1:2194771-2194772,NA,NA,NA
82826,SKI,0.9776212979,0.2096626729,D8L4Y_0h,protein_coding,4.662829507884233,2.2212056798114825,99.13570569018873,99.76498263768252,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
70455,MORN1,1.692485461,0.2581514434,D8L4Y_0h,protein_coding,6.556172759326899,2.7128538708712266,21.72140290882476,21.07461193905264,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
13668,RER1,1.846386015,0.574085874,D8L4Y_0h,protein_coding,3.2162192079995338,1.6853657396997592,33.47914275485081,31.9651462242393,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
9834,PEX10,1.247651019,0.9995575852,D8L4Y_0h,protein_coding,1.248203242587929,0.31985286464921125,5.329432341352393,5.279755666779401,NA,GC_box,NA,NA,NA,chr1:2412542-2412543,NA,NA,NA
79553,PLCH2,0.1115112118,0.1413608542,D8L4Y_0h,protein_coding,0.7888408175733844,-0.3421938908044591,0.04957050751927036,0.04260777536224209,NA,Initiator,NA,NA,NA,chr1:2415948-2415949,NA,NA,NA
18061,PANK4,1.001812095,0.2126095631,D8L4Y_0h,protein_coding,4.7119804038579485,2.236333539313589,0.024738072225508185,0.02410942542525372,NA,GC_box,Initiator,TATA,NA,chr1:2526595-2526596,chr1:2526595-2526596,chr1:2526595-2526596,NA
1519,HES5,0.05405776667,0.0713011913,D8L4Y_0h,protein_coding,0.758160778023354,-0.3994242714767246,0,0,NA,CCAAT,TATA,NA,NA,chr1:2530262-2530263,chr1:2530262-2530263,NA,NA
9744,TNFRSF14,0.05219668333,0.08950267717,D8L4Y_0h,protein_coding,0.5831857211472952,-0.777972698065744,0,0,NA,Initiator,NA,NA,NA,chr1:2556370-2556371,NA,NA,NA
4979,PRXL2B,0.7785387532,0.2262231182,D8L4Y_0h,protein_coding,3.4414641589004495,1.7830224850954803,0,0,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
42378,MMEL1,0.1798742381,0.1276025401,D8L4Y_0h,protein_coding,1.4096446509531515,0.4953315279297369,0,0,NA,GC_box,Initiator,NA,NA,chr1:2632989-2632990,chr1:2632989-2632990,NA,NA
164708,TTC34,0.1715635789,0.4030264069,D8L4Y_0h,protein_coding,0.42568818311344253,-1.2321310526894171,0.08778988200045984,0.11319915577409788,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
1437,ACTRT2,0.05773752222,0.0534528,D8L4Y_0h,protein_coding,1.0801589854974856,0.1112436741554006,0,0,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
369454,PRDM16,0.2000762333,0.1118958855,D8L4Y_0h,protein_coding,1.7880571068897793,0.8383928139882451,66.16511705472236,69.51015723205559,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
26449,ARHGEF16,1.17910346,0.2093857854,D8L4Y_0h,protein_coding,5.631248834525708,2.493454902338091,7.895798487681996,8.529244490328864,NA,GC_box,NA,NA,NA,chr1:3471623-3471624,NA,NA,NA
123558,MEGF6,0.4913257451,0.2013842808,D8L4Y_0h,protein_coding,2.4397422835000135,1.2867287601024067,22.128252173702943,24.191919337092163,NA,GC_box,Initiator,TATA,NA,chr1:3531410-3531411,chr1:3531410-3531411,chr1:3531410-3531411,NA
5113,TPRG1L,0.7070714853,0.2989828295,D8L4Y_0h,protein_coding,2.364923385341097,1.2417934464065967,4.48791213942735,5.075613949887951,NA,CCAAT,GC_box,NA,NA,chr1:3625033-3625034,chr1:3625033-3625034,NA,NA
21995,WRAP73,0.8993071042,0.4006223501,D8L4Y_0h,protein_coding,2.244775170370606,1.166570956398806,20.99945686336439,21.1980607759112,NA,GC_box,Initiator,NA,NA,chr1:3650102-3650103,chr1:3650102-3650103,NA,NA
83686,TP73,0.874932866,0.147878791,D8L4Y_0h,protein_coding,5.91655409192519,2.5647571687723114,45.50225922163946,43.91707057453858,NA,GC_box,TATA,NA,NA,chr1:3652515-3652516,chr1:3652515-3652516,NA,NA
25186,CCDC27,0.09614428889,0.1336012988,D8L4Y_0h,protein_coding,0.7196358849319809,-0.47466096593749063,0.03458622063461215,0.028220705629668153,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
3234,SMIM1,0.5817261321,0.2282183164,D8L4Y_0h,protein_coding,2.548989674783176,1.3499255294333679,0.3540647710377854,0.414717719439296,NA,GC_box,Initiator,NA,NA,chr1:3772654-3772655,chr1:3772654-3772655,NA,NA
17940,LRRC47,2.045014307,0.3437042622,D8L4Y_0h,protein_coding,5.949924199107008,2.5728712888795715,26.963706632451405,26.25770346364506,NA,GC_box,NA,NA,NA,chr1:3796493-3796494,NA,NA,NA
45311,CEP104,0.908193284,0.1693223812,D8L4Y_0h,protein_coding,5.3636930780418295,2.423226685516887,25.036961934309414,24.87964432476912,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
28163,DFFB,0.9153512625,0.1450275979,D8L4Y_0h,protein_coding,6.311566045044452,2.6579980155249228,13.50453790063664,13.518322589929719,NA,Initiator,NA,NA,NA,chr1:3857475-3857476,NA,NA,NA
11169,C1orf174,1.234136057,0.1898186652,D8L4Y_0h,protein_coding,6.501658072980697,2.700807685621274,18.666820219199554,18.409110244774766,NA,Initiator,NA,NA,NA,chr1:3900257-3900258,NA,NA,NA
137926,AJAP1,0.04730448333,0.08275849803,D8L4Y_0h,protein_coding,0.5715966874223853,-0.8069305392883867,0,0.018244268944799698,NA,GC_box,NA,NA,NA,chr1:4655211-4655212,NA,NA,NA
110267,KCNAB2,0.1550292353,0.1928696664,D8L4Y_0h,protein_coding,0.8038030976757059,-0.31508595765894515,44.52762911043289,44.83824127788892,NA,GC_box,NA,NA,NA,chr1:6026332-6026333,NA,NA,NA
129663,NPHP4,0.7276848718,0.1309517962,D8L4Y_0h,protein_coding,5.556891107385971,2.4742779695715598,72.72939992633,75.28593506576964,NA,CCAAT,NA,NA,NA,chr1:5992424-5992425,NA,NA,NA
15825,RNF207,1.060820624,0.4993240879,D8L4Y_0h,protein_coding,2.124513216379121,1.0871323185372,11.743488567044972,12.152893168752264,NA,Initiator,NA,NA,NA,chr1:6206118-6206119,NA,NA,NA
14780,ICMT,2.015064108,0.6262987241,D8L4Y_0h,protein_coding,3.2174169137829156,1.685902892930493,34.16651192242419,32.554615854808674,NA,GC_box,NA,NA,NA,chr1:6235963-6235964,NA,NA,NA
1400,HES3,0.1141299455,0.1374362667,D8L4Y_0h,protein_coding,0.8304208797313031,-0.26808537625647444,0,0.005880116426907281,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
13746,GPR153,0.1816631515,0.3769160896,D8L4Y_0h,protein_coding,0.4819723978692153,-1.0529775679289075,2.9314558775236237,3.1919192879461122,NA,GC_box,NA,NA,NA,chr1:6261063-6261064,NA,NA,NA
129499,ACOT7,1.449911172,0.1799283904,D8L4Y_0h,protein_coding,8.058267896337497,3.010469768540998,186.91263937481668,180.26264496167562,NA,GC_box,Initiator,NA,NA,chr1:6393376-6393377,chr1:6393376-6393377,NA,NA
12253,HES2,1.072719,0.7500472738,D8L4Y_0h,protein_coding,1.4302018518982582,0.5162187765012831,4.2011222557251635,4.223776005899378,NA,GC_box,Initiator,NA,NA,chr1:6419918-6419919,chr1:6419918-6419919,NA,NA
36592,ESPN,2.465365538,0.572633528,D8L4Y_0h,protein_coding,4.3053111937238855,2.1061175213424868,18.72890641756271,19.55979347387595,NA,GC_box,Initiator,NA,NA,chr1:6424775-6424776,chr1:6424775-6424776,NA,NA
5390,TNFRSF25,0.7162503289,0.9680074835,D8L4Y_0h,protein_coding,0.7399223054663502,-0.4345543044202322,1.3854440401450494,1.1563553410575536,NA,GC_box,NA,NA,NA,chr1:6466151-6466152,NA,NA,NA
52953,PLEKHG5,0.3214607576,0.3727705168,D8L4Y_0h,protein_coding,0.8623556400316689,-0.2136451277806381,10.57697567510643,10.962838856133082,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
33167,NOL9,1.392721252,0.2529235995,D8L4Y_0h,protein_coding,5.506489923254473,2.4611329750634376,73.16527798272732,69.58504895399496,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
24449,TAS1R1,0.1441663462,0.1205265726,D8L4Y_0h,protein_coding,1.1961374416449637,0.25838317129785743,0.12619837126108543,0.12340276784853477,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
9287,ZBTB48,1.739586069,0.4554733515,D8L4Y_0h,protein_coding,3.819292749556172,1.933305507063322,6.640650133127038,6.557979620758918,NA,CCAAT,GC_box,NA,NA,chr1:6579995-6579996,chr1:6579995-6579996,NA,NA
10300,PHF13,0.590825037,0.2527804763,D8L4Y_0h,protein_coding,2.3373048648694232,1.224845923401753,19.359374653416,19.980782773278342,NA,GC_box,NA,NA,NA,chr1:6613754-6613755,NA,NA,NA
23884,KLHL21,0.36809355,0.7885350373,D8L4Y_0h,protein_coding,0.4668068412792138,-1.0991023902961055,33.41202462967065,31.957691011529118,NA,GC_box,TATA,NA,NA,chr1:6602868-6602869,chr1:6602868-6602869,NA,NA
10719,THAP3,1.584295833,0.469498162,D8L4Y_0h,protein_coding,3.3744452294575757,1.7546503375714229,9.241967582184818,8.469188999091989,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
67757,DNAJC11,1.308617398,0.2475972713,D8L4Y_0h,protein_coding,5.285265831602886,2.4019760362797244,131.51901054927058,131.03777202073428,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
984253,CAMTA1,0.5931011125,0.1354883399,D8L4Y_0h,protein_coding,4.377506676498883,2.1301093790345003,292.47845199905584,298.93034613378626,NA,CCAAT,NA,NA,NA,chr1:6785453-6785454,NA,NA,NA
10137,VAMP3,0.8514744051,0.2257104798,D8L4Y_0h,protein_coding,3.7724185684886398,1.9154897590407394,29.01833422985293,29.715972501268496,NA,GC_box,NA,NA,NA,chr1:7771295-7771296,NA,NA,NA
60887,PER3,0.1243290739,0.1381902701,D8L4Y_0h,protein_coding,0.899694846895013,-0.15249233513650134,24.40896620440569,27.03404785183228,NA,CCAAT,GC_box,NA,NA,chr1:7784290-7784291,chr1:7784290-7784291,NA,NA
10430,UTS2,0.08381599167,0.1492505694,D8L4Y_0h,protein_coding,0.5615790412522206,-0.8324390012066376,0.5836079581787397,0.6636935454502638,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
27295,TNFRSF9,0.1524544375,0.1175133564,D8L4Y_0h,protein_coding,1.2973371042272435,0.37555340280128874,0.331359867925717,0.25299890703708977,NA,Initiator,NA,NA,NA,chr1:7940836-7940837,NA,NA,NA
31215,PARK7,2.224955442,0.7847236345,D8L4Y_0h,protein_coding,2.8353363454098948,1.503519886868529,80.5830527633057,80.51345021670853,NA,GC_box,NA,NA,NA,chr1:7961710-7961711,NA,NA,NA
21906,ERRFI1,6.998923791,2.705256674,D8L4Y_0h,protein_coding,2.5871570185062596,1.3713676160427348,508.0659722091129,918.3672211300669,NA,CCAAT,GC_box,TATA,NA,chr1:8026308-8026309,chr1:8026308-8026309,chr1:8026308-8026309,NA
26054,SLC45A1,0.6936402333,0.1891971154,D8L4Y_0h,protein_coding,3.6662304910595904,1.8742974890571806,6.975679137960541,10.39208399216632,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
496525,RERE,0.1389129611,0.191528634,D8L4Y_0h,protein_coding,0.7252856045535208,-0.4633788802628132,545.3021932010295,575.9733985899951,NA,CCAAT,GC_box,Initiator,NA,chr1:8817639-8817640,chr1:8817639-8817640,chr1:8817639-8817640,NA
18191,ENO1,2.245368693,1.192207502,D8L4Y_0h,protein_coding,1.8833707129281259,0.9133170005168716,258.68794240082235,277.9856986019707,NA,GC_box,Initiator,NA,NA,chr1:8878685-8878686,chr1:8878685-8878686,NA,NA
29226,CA6,0.1117100769,0.1041079669,D8L4Y_0h,protein_coding,1.0730214048584978,0.10167885556805695,0.050435950245096596,0.01712059783397261,NA,GC_box,Initiator,TATA,NA,chr1:8945867-8945868,chr1:8945867-8945868,chr1:8945867-8945868,NA
23451,SLC2A7,0.06427173636,0.7296310393,D8L4Y_0h,protein_coding,0.08808799639563251,-3.504910750882797,0.9607442075449905,1.4460401472790811,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
53373,SLC2A5,0.0823843,0.109254806,D8L4Y_0h,protein_coding,0.7540565309319207,-0.4072554098046438,0.6721129862188224,0.5692646895841026,NA,TATA,NA,NA,NA,chr1:9069634-9069635,NA,NA,NA
28798,GPR157,1.355278684,0.1672825702,D8L4Y_0h,protein_coding,8.10173278889518,3.018230502884993,16.192307544062405,17.100419149032398,NA,GC_box,Initiator,NA,NA,chr1:9129101-9129102,chr1:9129101-9129102,NA,NA
36564,H6PD,1.556552624,0.1818618029,D8L4Y_0h,protein_coding,8.558985994744035,3.0974398869292736,14.346145447112548,17.196578435837125,NA,GC_box,Initiator,NA,NA,chr1:9234773-9234774,chr1:9234773-9234774,NA,NA
76639,SPSB1,0.8759036667,0.1508950761,D8L4Y_0h,protein_coding,5.804720003716542,2.5372264789785426,73.11989173878281,72.42489916704064,NA,GC_box,TATA,NA,NA,chr1:9292893-9292894,chr1:9292893-9292894,NA,NA
45709,SLC25A33,3.005368705,0.2085393987,D8L4Y_0h,protein_coding,14.411515156056696,3.8491501162582678,110.90304596399316,109.87141884874745,NA,CCAAT,GC_box,Initiator,NA,chr1:9539488-9539489,chr1:9539488-9539489,chr1:9539488-9539489,NA
25967,TMEM201,0.4887160661,0.2284083687,D8L4Y_0h,protein_coding,2.139659194107278,1.0973810218008695,20.982332223253497,20.6857396794283,NA,GC_box,NA,NA,NA,chr1:9588910-9588911,NA,NA,NA
99226,PIK3CD,0.0696701,0.2047163148,D8L4Y_0h,protein_coding,0.34032509850553444,-1.5550145428961202,15.846986024458838,16.715832522597584,NA,Initiator,NA,NA,NA,chr1:9651730-9651731,NA,NA,NA
95059,CLSTN1,0.8975395341,0.1853984718,D8L4Y_0h,protein_coding,4.8411377148147565,2.2753461348214437,146.0304885789231,142.92291890130602,NA,GC_box,NA,NA,NA,chr1:9823959-9823960,NA,NA,NA
62061,CTNNBIP1,0.3552486232,0.1532196368,D8L4Y_0h,protein_coding,2.3185580557387144,1.213227851654303,25.621537874540085,29.505468968218874,NA,GC_box,NA,NA,NA,chr1:9910254-9910255,NA,NA,NA
21295,LZIC,1.889634463,0.2095538718,D8L4Y_0h,protein_coding,9.017416126787117,3.1727140992126204,14.005289574792428,14.230564552557583,NA,CCAAT,NA,NA,NA,chr1:9943326-9943327,NA,NA,NA
42074,NMNAT1,2.933363408,0.1939591689,D8L4Y_0h,protein_coding,15.123612998735632,3.9187309323753716,19.642603294236423,19.883988606078123,NA,GC_box,NA,NA,NA,chr1:9943474-9943475,NA,NA,NA
18816,RBP7,0.4732489375,0.1514670025,D8L4Y_0h,protein_coding,3.124435881670003,1.6435957340360687,9.112107371369932,9.6048086571298,NA,GC_box,TATA,NA,NA,chr1:9997227-9997228,chr1:9997227-9997228,NA,NA
148408,UBE4B,0.8645983291,0.1633561606,D8L4Y_0h,protein_coding,5.292719453765125,2.4040091844113842,197.2411123782696,182.15975803581668,NA,GC_box,NA,NA,NA,chr1:10032957-10032958,NA,NA,NA
171034,KIF1B,0.8892151277,0.1555695417,D8L4Y_0h,protein_coding,5.715869044692313,2.5149728634706054,205.4463797748261,205.10785824804577,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
21920,PGD,0.9894545581,0.238879402,D8L4Y_0h,protein_coding,4.142067293437046,2.0503509922641894,49.02555012416434,48.82540526221419,NA,CCAAT,GC_box,NA,NA,chr1:10399063-10399064,chr1:10399063-10399064,NA,NA
16008,DFFA,1.934625068,0.3993690245,D8L4Y_0h,protein_coding,4.84420410526856,2.276259652698483,40.21669008754924,40.30810805279741,no promoter information,NA,NA,NA,NA,NA,NA,NA,NA
158471,PEX14,2.02476229,0.2024963219,D8L4Y_0h,protein_coding,9.99900774000182,3.321784934926785,231.3875132228156,228.48438882923162,NA,GC_box,NA,NA,NA,chr1:10474953-10474954,NA,NA,NA
160047,CASZ1,0.5396904231,0.1260638256,D8L4Y_0h,protein_coding,4.281088730500972,2.0979777373631743,36.172543679867395,42.065381407324374,NA,GC_box,Initiator,NA,NA,chr1:10796618-10796619,chr1:10796618-10796619,NA,NA
