,EXPERIMENT,WELL,CELL,DRUG,DRUG_TIME_MINUTES,SIRNA,PRIMARY,SECONDARY,TIME_IN_AUXIN,TotalNumberCells,RFP_561_Intensity,RFP_Intensity_BGS,RFP_Intensity_FC,GFP_488_Intensity,GFP_Intensity_BGS,GFP_Intensity_FC
31,250825_mACmChPOLR2A_ARMC5,D14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1525,229.53391321465068,78.27660816791501,0.9764070587898908,541.205931907597,283.8306815873551,0.9107962604642496
32,250825_mACmChPOLR2A_ARMC5,D15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1633,234.01310551394096,82.75580046720529,1.0322796250784363,568.9439341852741,311.5686838650322,0.9998059073634756
33,250825_mACmChPOLR2A_ARMC5,D16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1574,234.56793256490928,83.31062751817362,1.0392004289003258,572.6565393567355,315.2812890364936,1.0117194428834422
34,250825_mACmChPOLR2A_ARMC5,D17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1378,228.92341912746593,77.66611408073027,0.9687918752755773,551.0021642658786,293.6269139456367,0.9422318041787712
35,250825_mACmChPOLR2A_ARMC5,D18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1689,231.79011131057732,80.53280626384165,1.0045504313561289,565.9012922341328,308.52604191389094,0.9900422451140926
36,250825_mACmChPOLR2A_ARMC5,D19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1183,232.79237882433569,81.53507377760002,1.0170525197594764,571.269177304267,313.89392698402514,1.0072674782042488
37,250825_mACmChPOLR2A_ARMC5,D20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1515,225.78049847778044,74.52319343104477,0.9295876994765129,545.9440293895035,288.5687790692616,0.9260005415662816
38,250825_mACmChPOLR2A_ARMC5,D21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1129,234.28493868690754,83.02763364017187,1.0356704187664876,561.1150751938642,303.7398248736223,0.974683551129118
41,250825_mACmChPOLR2A_ARMC5,E04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1427,267.014950581864,115.75764553512835,1.4439381681809524,941.0052486069322,683.6299982866904,2.193729171555632
42,250825_mACmChPOLR2A_ARMC5,E05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1523,272.7341271226708,121.47682207593516,1.5152780547142357,1010.8406423630729,753.465392042831,2.417826915765027
43,250825_mACmChPOLR2A_ARMC5,E06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1424,278.62854237271233,127.37123732597667,1.5888038345389468,1037.134597083449,779.7593467632072,2.502202697474744
44,250825_mACmChPOLR2A_ARMC5,E07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1626,271.0758423788954,119.81853733215974,1.4945929360408183,1009.4437385336175,752.0684882133756,2.413344332074706
45,250825_mACmChPOLR2A_ARMC5,E08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1872,264.3040654802764,113.04676043354073,1.4101231190786658,937.5553466839189,680.180096363677,2.1826586355837065
46,250825_mACmChPOLR2A_ARMC5,E09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1510,263.05144249464826,111.79413744791259,1.3944981456185728,945.2976601192919,687.92240979905,2.207503272128433
47,250825_mACmChPOLR2A_ARMC5,E10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1744,262.71893516027006,111.4616301135344,1.3903505143404031,954.4427859568938,697.0675356366519,2.2368494526321756
48,250825_mACmChPOLR2A_ARMC5,E11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1719,266.2321819516999,114.97487690496422,1.4341740658037518,1003.9508167022819,746.57556638204,2.395717863241163
49,250825_mACmChPOLR2A_ARMC5,E12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1809,263.4193776120055,112.16207256526985,1.3990876961135772,971.5593071581623,714.1840568379204,2.2917753803545957
50,250825_mACmChPOLR2A_ARMC5,E13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1742,260.66667438986883,109.40936934313316,1.3647510159768714,941.9012979452016,684.5260476249597,2.1966045421178384
51,250825_mACmChPOLR2A_ARMC5,E14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1182,280.6382545911679,129.3809495444322,1.6138725906100693,1081.8692026132771,824.4939522930352,2.6457534623252696
52,250825_mACmChPOLR2A_ARMC5,E15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1832,268.446878733195,117.18957368645931,1.4617997591129495,978.7772861386359,721.402035818394,2.3149374579240765
53,250825_mACmChPOLR2A_ARMC5,E16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1776,261.3393687796742,110.08206373293854,1.37314207386744,931.6916708320641,674.3164205118222,2.1638424385165824
54,250825_mACmChPOLR2A_ARMC5,E17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1876,269.75939111717105,118.50208607043538,1.4781717811826114,1022.2118767498959,764.836626429654,2.4543165500020967
55,250825_mACmChPOLR2A_ARMC5,E18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,2017,264.41414791310984,113.15684286637418,1.4114962657566206,970.1883677634622,712.8131174432203,2.2873761150354532
56,250825_mACmChPOLR2A_ARMC5,E19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1818,266.8842615822439,115.62695653550821,1.4423079792302311,999.7669617397113,742.3917114194694,2.38229211436538
57,250825_mACmChPOLR2A_ARMC5,E20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1935,269.669662119864,118.4123570731283,1.477052519267726,990.0506138820518,732.67536356181,2.351112915398469
58,250825_mACmChPOLR2A_ARMC5,E21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1675,263.9475849027904,112.69027985605476,1.405676450267568,965.406316640798,708.0310663205561,2.272030789239408
61,250825_mACmChPOLR2A_ARMC5,F04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,24.0,1533,256.34754796350404,105.09024291676837,1.3108750799953077,272.4250589862279,15.049808665986006,0.04829396658959784
62,250825_mACmChPOLR2A_ARMC5,F05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,8.0,1565,260.4489631422669,109.19165809553124,1.3620353285715041,285.01566804827013,27.64041772802824,0.0886965037168111
63,250825_mACmChPOLR2A_ARMC5,F06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,4.0,1181,248.19417212704116,96.93686708030549,1.2091714688397026,281.95174386249437,24.57649354225248,0.07886454800594951
64,250825_mACmChPOLR2A_ARMC5,F07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2.0,1327,235.08378153083203,83.82647648409636,1.0456350277336832,283.75914248235915,26.383892162117263,0.08466438576462552
65,250825_mACmChPOLR2A_ARMC5,F08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1.0,1480,236.83291685871848,85.57561181198281,1.0674533987758146,320.12877984314287,62.753529522900976,0.20137245100051024
66,250825_mACmChPOLR2A_ARMC5,F09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.5,1409,229.07706494561208,77.81975989887641,0.9707084230783337,385.95072053928305,128.57547021904116,0.4125912561954414
67,250825_mACmChPOLR2A_ARMC5,F10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,24.0,1564,257.40781875065727,106.1505137039216,1.3241006898554635,271.00737511473113,13.632124794489243,0.04374470094481825
68,250825_mACmChPOLR2A_ARMC5,F11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,8.0,1525,258.2929961074934,107.03569106075776,1.3351422186049178,277.97778099384925,20.60253067360736,0.06611233073421745
69,250825_mACmChPOLR2A_ARMC5,F12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,4.0,1516,249.2150333476244,97.95772830088873,1.2219054914954124,280.5841447566239,23.208894436382025,0.07447600148069411
70,250825_mACmChPOLR2A_ARMC5,F13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2.0,1507,245.78524355535419,94.52793850861852,1.179122966272113,295.5316320923882,38.15638177214629,0.12244162483265994
71,250825_mACmChPOLR2A_ARMC5,F14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1.0,1795,237.63782572766345,86.38052068092779,1.0774936741494554,319.8592967815833,62.48404646134139,0.20050769542386063
72,250825_mACmChPOLR2A_ARMC5,F15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.5,1276,238.41680580907527,87.1595007623396,1.0872105189125247,401.6027009316219,144.22745061138,0.46281755706776073
73,250825_mACmChPOLR2A_ARMC5,F16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,24.0,1508,252.92992425025463,101.67261920351896,1.2682443120557199,261.6025071421566,4.227256821914693,0.013565022935115339
74,250825_mACmChPOLR2A_ARMC5,F17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,8.0,1053,255.53696166396256,104.27965661722689,1.3007639854658555,270.7787059842437,13.403455664001797,0.043010914915179735
75,250825_mACmChPOLR2A_ARMC5,F18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,4.0,1589,247.362402901829,96.10509785509333,1.1987961426497995,275.523761644687,18.14851132444511,0.05823752441016616
76,250825_mACmChPOLR2A_ARMC5,F19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,2.0,1084,231.8936044597073,80.63629941297162,1.0058413846014476,281.92377803182677,24.54852771158488,0.07877480727090856
77,250825_mACmChPOLR2A_ARMC5,F20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,1.0,1304,248.35154138197151,97.09423633523585,1.2111344620626703,332.07913527762025,74.70388495737836,0.23972045122398408
78,250825_mACmChPOLR2A_ARMC5,F21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.5,1477,236.8854431658584,85.62813811912272,1.0681086016296935,390.9467456603629,133.57149534012103,0.42862321219123645
81,250825_mACmChPOLR2A_ARMC5,G04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,24.0,1783,296.2380161139298,144.98071106719414,1.8084609564420349,299.8841761487566,42.50892582851469,0.13640868726535943
82,250825_mACmChPOLR2A_ARMC5,G05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,8.0,1451,297.4739998832448,146.21669483650913,1.8238783755810972,321.6786665386366,64.30341621839472,0.20634594787020835
83,250825_mACmChPOLR2A_ARMC5,G06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,4.0,1731,279.36837118261496,128.1110661358793,1.5980323140195019,319.3184996422277,61.94324932198583,0.19877230864523568
84,250825_mACmChPOLR2A_ARMC5,G07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2.0,1560,273.9516602145727,122.69435516783705,1.5304653237217674,329.6652466134825,72.28999629324062,0.23197442194984783
85,250825_mACmChPOLR2A_ARMC5,G08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1.0,1412,271.58240478081484,120.32509973407917,1.5009116960960662,387.9814452694034,130.60619494916153,0.4191077345404953
86,250825_mACmChPOLR2A_ARMC5,G09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.5,1676,266.0260838091273,114.7687787623916,1.4316032379929746,542.0287921824753,284.6535418622334,0.9134367715501276
87,250825_mACmChPOLR2A_ARMC5,G10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,24.0,1413,300.0914703219115,148.83416527517585,1.856528188498459,291.3111640939106,33.93591377366869,0.10889838683976746
88,250825_mACmChPOLR2A_ARMC5,G11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,8.0,1575,284.2284900313346,132.97118498459895,1.6586564833788584,305.62961329464207,48.25436297440018,0.1548454631556162
89,250825_mACmChPOLR2A_ARMC5,G12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,4.0,1161,283.6602858655719,132.40298081883623,1.6515688160505242,315.45953224573356,58.084281925491666,0.1863891052004079
90,250825_mACmChPOLR2A_ARMC5,G13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2.0,1819,267.4925469169082,116.23524187017256,1.4498956111987824,321.8661646703772,64.49091435013531,0.20694761854329521
91,250825_mACmChPOLR2A_ARMC5,G14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1.0,1786,274.57891721766936,123.32161217093369,1.5382896045616468,421.5997656500287,164.2245153297868,0.5269869825291902
92,250825_mACmChPOLR2A_ARMC5,G15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.5,1496,275.6001451620982,124.34284011536255,1.5510282016586854,574.8510978787747,317.4758475585328,1.0187616544021714
93,250825_mACmChPOLR2A_ARMC5,G16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,1440,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,24.0,1660,303.4382153447315,152.1809102979958,1.8982748295542575,297.45018083524155,40.074930514999664,0.12859813691492206
94,250825_mACmChPOLR2A_ARMC5,G17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,480,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,8.0,1719,289.2988592816114,138.04155423487572,1.7219032750132297,308.35436820855693,50.979117888315045,0.16358904426670706
95,250825_mACmChPOLR2A_ARMC5,G18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,240,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,4.0,1614,283.66755856065174,132.41025351391608,1.6516595342226397,317.56744008294135,60.192189762699456,0.1931532596772778
96,250825_mACmChPOLR2A_ARMC5,G19,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,120,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,2.0,1615,278.2107500168793,126.95344497014361,1.5835923746291258,326.56040323291353,69.18515291267164,0.22201115890677522
97,250825_mACmChPOLR2A_ARMC5,G20,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,60,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,1.0,1610,278.4831565572305,127.2258515104948,1.5869903203894848,420.4691598189591,163.0939094987172,0.5233589337317935
98,250825_mACmChPOLR2A_ARMC5,G21,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,10 µM 5PhIAA,30,ARMC5 pool,Total Pol II (F12),Goat anti-mouse Alexa647,0.5,1389,275.5072377042409,124.24993265750521,1.5498692922502508,564.0149688859893,306.63971856574744,0.9839891424618104
101,250825_mACmChPOLR2A_ARMC5,H04,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1608,226.94217402706548,75.68486898032981,0.9440782124521435,560.4960996770182,303.12084935677626,0.97269729445345
102,250825_mACmChPOLR2A_ARMC5,H05,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1232,236.18175940520823,84.92445435847256,1.0593309884047981,603.3832042686698,346.00795394842794,1.1103195355225273
103,250825_mACmChPOLR2A_ARMC5,H06,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1627,235.93483791385867,84.677532867123,1.0562509381475942,594.3667895796153,336.99153925937344,1.0813863816588978
104,250825_mACmChPOLR2A_ARMC5,H07,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1635,227.94014087442034,76.68283582768467,0.9565266551862142,569.1739109086272,311.79866058838536,1.0005438893830811
105,250825_mACmChPOLR2A_ARMC5,H08,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1383,231.29226375994284,80.03495871320717,0.9983403786466656,576.5746525982127,319.19940227797076,1.024292441927996
106,250825_mACmChPOLR2A_ARMC5,H09,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1433,231.81755677800896,80.5602517312733,1.0048927807343053,559.621277925801,302.2460276055591,0.9698900419917877
107,250825_mACmChPOLR2A_ARMC5,H10,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1489,224.05757563260545,72.80027058586978,0.9080962978029695,548.9088571856004,291.5336068653585,0.9355145026874102
108,250825_mACmChPOLR2A_ARMC5,H11,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1516,231.77197849645265,80.51467344971698,1.0043242461889195,570.8741690704735,313.4989187502316,1.0059999196014238
109,250825_mACmChPOLR2A_ARMC5,H12,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1864,226.29871574741958,75.04141070068391,0.9360518400659601,554.875144250103,297.49989392986106,0.9546599732081252
110,250825_mACmChPOLR2A_ARMC5,H13,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,120,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1592,229.78679497011964,78.52948992338398,0.9795614562128016,566.5995858349038,309.2243355146619,0.9922830289389116
111,250825_mACmChPOLR2A_ARMC5,H14,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,60,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1691,233.2524514517385,81.99514640500283,1.022791375484912,591.0949844701041,333.71973414986223,1.070887348072941
112,250825_mACmChPOLR2A_ARMC5,H15,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,30,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1336,233.87270121390597,82.6153961671703,1.0305282493756909,567.9138678947057,310.53861757446384,0.996500484143431
113,250825_mACmChPOLR2A_ARMC5,H16,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,1440,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1448,230.17517941950916,78.9178743727735,0.9844060876650825,575.2487881002081,317.8735377799662,1.0200378193483959
114,250825_mACmChPOLR2A_ARMC5,H17,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,480,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1602,228.61337470694053,77.35606966020487,0.9649244419794127,558.7140141578511,301.33876383760924,0.9669786849725885
115,250825_mACmChPOLR2A_ARMC5,H18,HCT116 OsTIRF74G mAC/mCh-POLR2A Clone 1,Vehicle,240,Scrambled,Total Pol II (F12),Goat anti-mouse Alexa647,0.0,1042,237.4142378531446,86.15693280640895,1.0747046828524423,610.5414901288156,353.16623980857366,1.133290061317316
